5.0 , 4.2000000000000004e-05
10.0 , 3.2500000000000004e-05
20.0 , 3.8e-05
30.0 , 6.1000000000000005e-05
40.0 , 0.000126
50.0 , 0.0001595
60.0 , 0.0002475
70.0 , 0.000382
80.0 , 0.0006075
90.0 , 0.0011075
100.0 , 0.0013080000000000001
100.0 , 0.0012690000000000002
200.0 , 0.010235000000000001
300.0 , 0.032661499999999996
400.0 , 0.078766
500.0 , 0.1649995
600.0 , 0.32883
700.0 , 0.604568
800.0 , 1.032939
900.0 , 1.64087
1000.0 , 2.461795
1100.0 , 3.5470300000000003
1200.0 , 4.255364999999999
1300.0 , 5.699835
1400.0 , 7.419255
1500.0 , 10.1732
1600.0 , 14.290849999999999
1700.0 , 19.067149999999998
1800.0 , 25.0321
1900.0 , 32.12885
2000.0 , 35.433949999999996
2100.0 , 45.703649999999996
2200.0 , 51.03875
2300.0 , 62.90505
2400.0 , 70.62504999999999
2500.0 , 83.34440000000001
2600.0 , 94.96635
2700.0 , 108.9175
2800.0 , 123.30799999999999
2900.0 , 138.5115
3000.0 , 151.45749999999998
3100.0 , 175.7435
3200.0 , 195.4435
3300.0 , 215.38400000000001
3400.0 , 241.05349999999999
3500.0 , 267.462
3600.0 , 295.3635
3700.0 , 323.79449999999997
3800.0 , 355.1765
3900.0 , 388.5055
4000.0 , 420.48400000000004
4100.0 , 460.3655
4200.0 , 494.6605
4300.0 , 531.7955
4400.0 , 574.592
4500.0 , 624.3695
4600.0 , 669.7245
4700.0 , 718.8985
4800.0 , 767.902
4900.0 , 829.1510000000001
5000.0 , 871.947
5100.0 , 932.9375
5200.0 , 990.704
5300.0 , 1056.845
5400.0 , 1122.065
5500.0 , 1191.53
5700.0 , 1339.0
5800.0 , 1417.96
5900.0 , 1497.5
6000.0 , 1577.73
6100.0 , 1675.9
6200.0 , 1774.16
6300.0 , 1872.25
6400.0 , 1977.84
6500.0 , 2030.14
6600.0 , 2187.96
6700.0 , 2240.43
6800.0 , 2423.84
