5,0.002,0.037
10,0.005,0.012
20,0.008,0.02
30,0.029,0.025
40,0.037,0.029
50,0.046,0.029
60,0.063,0.035
70,0.094,0.05
80,0.151,0.078
90,0.189,0.077
100,0.261,0.096
100,0.284,0.137
200,1.616,0.357
300,5.711,0.747
400,11.752,1.41
500,21.372,2.893
600,37.889,3.095
700,59.879,4.452
800,87.546,8.063
900,122.405,7.748
1000,165.815,10.383
1100,212.032,12.618
1200,277.168,16.61
1300,372.742,16.917
1400,435.707,19.87
1500,517.587,26.249
1600,651.387,38.436
1700,780.506,41.519
1800,963.175,48.231
1900,1136.83,57.598
2000,1378.26,67.683
2100,1693.71,75.98
2200,1879.78,81.086
2300,1984.11,95.178
2400,2401.16,103.072
2500,2711.78,117.204
2600,3165.27,124.374
2700,3424.68,127.701
2800,3936.25,145.927
2900,4223.32,161.309
3000,4562.2,164.404
3100,5089.65,190.152
3200,5382.32,194.694
3300,5748.67,210.528
3400,6134.7,215.511
3500,6580.31,230.799
3600,7199.88,247.234
3700,7889.14,278.59
3800,9413.3,295.787
3900,9574.21,298.167
4000,10373.1,336.33
4100,11577,359.786
4200,12120.2,368.501
4300,12438.9,379.617
4400,13266.4,402.08
4500,14153.8,408.756
4600,15127.8,419.997
4700,16570.7,445.173
4800,17674.8,504.579
4900,18185.8,492.553
5000,19269.1,509.389
5100,20169.6,526.008
5200,21367.3,547.522
5300,23304.3,580.863
5400,24273.3,592.119
5500,26108.2,628.564
5600,27971.1,640.095
5700,29184.7,718.899
5800,30941.7,695.589
5900,31587.7,808.544
6000,34746.8,748.705
6100,35196.5,790.326
6200,37260.9,802.155
6300,40703.6,835.776
6400,41551.2,1106.38
6500,42947.4,907.979
6600,45114.7,1000.91
6700,46045.6,967.595
6800,50224.8,1048.81
6900,53056.7,1086.48
7000,54792.1,1097.84
7100,56647.3,1155.78
7200,58974.1,1185.12
7300,62382.4,1232.83
7400,65740.5,1270.17
7500,67423.8,1326.28
7600,69050.3,1384.19
7700,68365.2,1308.62
7800,73770.4,1436.1
7900,77822.2,1441.21
8000,81319.6,1578.28
8100,81112.9,1526.15
8200,90279.6,1506.46
8300,90330,1743.08
8400,99103.2,1674.39
8500,98052.2,1750.96
8600,100910,1710.54
8700,101023,1805.04
8800,105454,1843.99
8900,110641,1966.55
9000,149763,2010.34
9100,119691,2135.41
9200,122498,2088.22
9300,126507,2100.74
9400,128196,2147.76
9500,132446,2063.06
9600,138911,2512.05
9700,142817,2330.11
9800,147423,2370.69
9900,152055,2415.61
10000,154149,2497.46
